id_usuario,correo_electronico,contrasena,nombre,numero_movil,ubicacion,basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,no_recicla,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion,creado_en,actualizado_en
6141,emiro@example.net,^q4CPybFo(,Ruth Hervás Acuña,+34983968908,Barcelona,0,1,0,0,0,0,75,femenino,separado/separada,2,piso,sin estudios,repartidor/a,2021-01-15 00:00:00,2021-05-10 00:00:00
6142,gabrielgarmendia@example.org,B9wC#muw(*,Venceslás Alsina-Fuente,+34943674736,Barcelona,1,1,0,1,0,0,21,femenino,soltero/soltera,0,piso,bachillerato,comerciante,2021-03-28 00:00:00,2021-11-11 00:00:00
6143,artigasflor@example.com,!MHgDdsJZ9,Iván de Bustos,+34 852 002 895,Barcelona,1,1,0,1,0,0,21,femenino,soltero/soltera,0,piso,bachillerato,artista,2021-03-23 00:00:00,2021-04-29 00:00:00
6144,mbarreda@example.com,_x29Fjm!5!,Reinaldo Rocha Torrecilla,+34 854 42 86 07,Barcelona,1,1,1,1,1,0,49,femenino,casado/casada,0,loft,universidad(licenciatura/grado),profesor/a,2021-06-17 00:00:00,2021-09-23 00:00:00
6145,ribaraul@example.net,)G8O%w$gE!,Leonel Falcón Carvajal,+34974 11 22 15,Barcelona,1,1,0,0,0,0,33,femenino,soltero/soltera,0,piso,educación primaria,contador/a,2021-12-01 00:00:00,2021-12-02 00:00:00
6146,montesinosrosalva@example.org,&ERY0X0yj),Abel Ferrera,+34958 977 199,Barcelona,1,1,0,0,0,0,41,masculino,soltero/soltera,0,piso,técnico o formación profesional,estudiante,2021-06-23 00:00:00,2021-06-26 00:00:00
6147,isaacjuan@example.net,h)J$4bC!5p,Tania Salom Beltrán,+34 878838123,Barcelona,1,1,0,1,0,0,53,femenino,casado/casada,1,piso,universidad(licenciatura/grado),asistente administrativo/a,2021-04-10 00:00:00,2021-10-31 00:00:00
6148,maxima75@example.net,%7EmrmNwiB,Isa Company Abril,+34984676648,Barcelona,1,1,1,0,0,0,24,femenino,soltero/soltera,0,piso,bachillerato,diseñador/a,2021-03-21 00:00:00,2021-11-19 00:00:00
6149,esther49@example.com,55i4TNmM+s,Ámbar Galindo Cuervo,+34869 961 197,Barcelona,1,0,0,0,0,0,25,masculino,soltero/soltera,0,piso,técnico o formación profesional,jardinero/a,2021-03-20 00:00:00,2021-05-20 00:00:00
6150,pallaresgilberto@example.net,g#MGj8hnOI,María Dolores Quintana Acuña,+34 823 647 339,Barcelona,1,1,1,0,0,0,28,femenino,soltero/soltera,0,chalet,técnico o formación profesional,contador/a,2021-04-07 00:00:00,2021-11-29 00:00:00
6151,porrasandres@example.net,k$&7DTrmXh,Pepito Cuevas,+34 986 25 69 71,Barcelona,1,1,1,0,0,0,19,femenino,soltero/soltera,0,piso,técnico o formación profesional,administrativo/a,2021-09-04 00:00:00,2021-11-30 00:00:00
6152,hectorballester@example.org,)jGEcLsP_7,Sosimo Enríquez-Plana,+34 727 789 879,Barcelona,1,1,0,1,0,0,55,femenino,soltero/soltera,0,piso,educación primaria,empresario/a,2021-09-01 00:00:00,2021-11-02 00:00:00
6153,rozasrene@example.net,F_3aiTnrot,Pedro Goicoechea-Camino,+34 827 09 41 83,Barcelona,1,1,0,0,1,0,32,femenino,casado/casada,2,piso,técnico o formación profesional,empresario/a,2021-02-09 00:00:00,2021-03-15 00:00:00
6154,bienvenidapombo@example.com,*7C52LJu+S,Serafina del Carreras,+34 873 707 106,Barcelona,1,1,0,0,1,0,78,femenino,casado/casada,0,piso,universidad(licenciatura/grado),trabajador/a social,2021-11-11 00:00:00,2021-12-11 00:00:00
6155,nilda50@example.org,!6+7uDfd^N,María Cristina Barros Jordán,+34973 829 868,Barcelona,0,1,1,1,1,0,27,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),administrativo/a,2021-10-10 00:00:00,2021-12-28 00:00:00
6156,figuerolaalejandra@example.com,g3jSlnPa#l,Begoña Giménez Bermúdez,+34 951598248,Barcelona,0,1,0,1,0,0,73,femenino,separado/separada,0,piso,posgrado (maestría/máster),ingeniero/a,2021-07-29 00:00:00,2021-08-23 00:00:00
6157,reynaldopardo@example.com,3G!t3Oy__%,Gerónimo Cáceres Sobrino,+34881 000 407,Barcelona,1,1,0,0,0,0,20,femenino,soltero/soltera,0,piso,técnico o formación profesional,comerciante,2021-04-21 00:00:00,2021-12-29 00:00:00
6158,martorellrebeca@example.org,_3VOmje!#X,Claudia Cuadrado Carvajal,+34 983 88 20 60,Barcelona,1,1,1,0,0,0,33,femenino,casado/casada,1,piso,educación secundaria,artista,2021-07-01 00:00:00,2021-10-12 00:00:00
6159,riberaatilio@example.net,yXRf31hNL^,Damián Carrillo Becerra,+34984 017 239,Barcelona,1,1,0,0,0,0,76,masculino,separado/separada,3,apartamento,bachillerato,ingeniero/a,2021-10-26 00:00:00,2021-11-23 00:00:00
6160,rafaelacosta@example.net,dNNi(z_h#0,Benigna Muro Tudela,+34902889578,Barcelona,1,1,0,0,1,0,32,femenino,casado/casada,2,piso,bachillerato,agricultor/a,2021-05-19 00:00:00,2021-12-20 00:00:00
6161,rufinasales@example.com,!UZ9OTxXF+,Cirino Somoza-Palacios,+34 824 59 57 75,Barcelona,1,1,1,0,0,0,60,masculino,separado/separada,4,piso,sin estudios,diseñador/a,2021-04-21 00:00:00,2021-07-16 00:00:00
6162,cabanillasbartolome@example.org,rVy9SMqS_L,Agapito Alvarado,+34 926607428,Barcelona,1,1,1,0,0,0,21,femenino,soltero/soltera,0,piso,técnico o formación profesional,periodista,2021-10-09 00:00:00,2021-10-15 00:00:00
6163,cirino38@example.net,*1TpA9bSL(,Adriana de Guzmán,+34 985273692,Barcelona,1,1,0,0,1,0,28,femenino,soltero/soltera,0,piso,técnico o formación profesional,fontanero/a,2021-03-27 00:00:00,2021-07-21 00:00:00
6164,celestinoterron@example.org,FE^N3Vxjbw,Edelmiro Martín Lasa,+34927 752 617,Barcelona,1,1,1,0,0,0,18,masculino,soltero/soltera,0,piso,educación primaria,trabajador/a social,2021-03-11 00:00:00,2021-08-02 00:00:00
6165,angela40@example.net,&gri5WWu6n,Bibiana Herrero-Gutierrez,+34971 765 727,Barcelona,1,1,1,0,0,0,18,femenino,soltero/soltera,0,apartamento,bachillerato,asistente administrativo/a,2021-06-04 00:00:00,2021-07-12 00:00:00
6166,rosaurasoriano@example.net,*2Y2$gfpit,Vera Río Carranza,+34 842987417,Barcelona,1,1,1,0,0,0,39,masculino,casado/casada,2,piso,técnico o formación profesional,contador/a,2021-01-30 00:00:00,2021-02-13 00:00:00
6167,pinoleduardo@example.org,!n9Vm(TaR8,Teresita Julián,+34737 05 97 53,Barcelona,1,1,0,0,0,0,33,femenino,casado/casada,1,piso,universidad(licenciatura/grado),administrativo/a,2021-07-20 00:00:00,2021-07-20 00:00:00
6168,febe37@example.net,%1^Z1_zyn%,Angelita Solsona Cámara,+34982512864,Barcelona,1,1,1,1,0,0,78,femenino,separado/separada,0,loft,universidad(licenciatura/grado),profesor/a,2021-10-21 00:00:00,2021-10-21 00:00:00
6169,heraclio49@example.org,eyl0EnkxJ$,Blanca Aurora Samper Alcolea,+34 828 54 96 03,Barcelona,1,1,1,0,1,0,68,masculino,viudo/viuda,0,loft,técnico o formación profesional,comerciante,2021-09-25 00:00:00,2021-11-28 00:00:00
6170,adelaidasuarez@example.com,w%1eH^DhBf,Martirio Leticia Vargas Cornejo,+34820 929 312,Barcelona,0,1,1,1,1,0,50,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),abogado/a,2021-03-04 00:00:00,2021-04-10 00:00:00
6171,xavier79@example.net,GaoMWwQT^4,Mariano Porras,+34877236196,Barcelona,1,1,0,1,0,0,27,femenino,soltero/soltera,0,apartamento,bachillerato,periodista,2021-06-23 00:00:00,2021-07-15 00:00:00
6172,noelianunez@example.net,+WBm0HsZXr,Aristides Capdevila Rocamora,+34952018138,Barcelona,1,0,1,0,0,0,28,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),arquitecto/a,2021-04-10 00:00:00,2021-07-15 00:00:00
6173,almudenaferrandez@example.org,S1ljzG7y(h,Silvia Rosell Paz,+34828 17 96 54,Barcelona,1,1,0,1,0,0,31,masculino,casado/casada,0,piso,técnico o formación profesional,abogado/a,2021-03-22 00:00:00,2021-04-18 00:00:00
6174,ginerluisa@example.org,y@1Dg%r^Nx,Paula Arrieta Adadia,+34 806 482 327,Barcelona,1,1,1,0,0,0,34,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),periodista,2021-11-23 00:00:00,2021-12-28 00:00:00
6175,barbabruno@example.org,+0_g5mZy1v,Balduino Vallés Bermudez,+34 927 71 26 68,Barcelona,1,1,0,1,0,0,33,femenino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-10-16 00:00:00,2021-11-26 00:00:00
6176,desideriomenendez@example.org,U8a@Be5B)1,Eusebia Muro Paz,+34 879160672,Barcelona,1,1,0,0,0,0,24,masculino,soltero/soltera,0,loft,técnico o formación profesional,ingeniero/a,2021-04-01 00:00:00,2021-06-02 00:00:00
6177,patinoambar@example.com,pj!2RdYamW,Jacinta Ordóñez Águila,+34822 03 86 44,Barcelona,1,1,0,1,1,0,48,femenino,casado/casada,2,piso,técnico o formación profesional,empresario/a,2021-10-02 00:00:00,2021-11-24 00:00:00
6178,padillafebe@example.net,Ist0TRkz!Q,Paulina Poza Baquero,+34806 82 83 22,Barcelona,1,1,0,0,1,0,30,masculino,casado/casada,2,piso,posgrado (maestría/máster),obrero/a,2021-12-31 00:00:00,2021-12-31 00:00:00
6179,leoncortes@example.net,_Te$13Fj0j,Aristides Sacristán-Carbonell,+34979 77 25 89,Barcelona,1,1,0,0,0,0,19,femenino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),médico/a,2021-02-11 00:00:00,2021-12-08 00:00:00
6180,caragones@example.com,Tyh7*QQJs),Amílcar Carbajo Alvarado,+34 848 955 018,Barcelona,1,1,1,0,0,0,53,femenino,soltero/soltera,0,piso,bachillerato,contador/a,2021-12-03 00:00:00,2021-12-05 00:00:00
6181,vigilfaustino@example.com,)WVVZXgA_1,Ricarda Sevillano-Cuéllar,+34975 515 332,Barcelona,0,1,0,0,0,0,23,femenino,soltero/soltera,0,piso,educación secundaria,ingeniero/a,2021-01-07 00:00:00,2021-02-28 00:00:00
6182,adolfopuga@example.org,E23V@Lj^*3,Cloe Posada Cervera,+34800474395,Barcelona,1,1,0,1,1,0,32,femenino,casado/casada,1,piso,universidad(licenciatura/grado),abogado/a,2021-01-07 00:00:00,2021-09-23 00:00:00
6183,carminasalazar@example.com,0rKUk)^y#D,Enrique Oliva Morillo,+34885 78 17 57,Barcelona,1,1,1,0,0,0,70,femenino,separado/separada,3,piso,universidad(licenciatura/grado),asistente administrativo/a,2021-03-14 00:00:00,2021-07-06 00:00:00
6184,pacifica30@example.com,!90BzK8hFP,Mariana Quintero Ponce,+34 812991134,Barcelona,1,0,0,0,0,0,33,femenino,casado/casada,0,piso,universidad(licenciatura/grado),agricultor/a,2021-01-17 00:00:00,2021-07-28 00:00:00
6185,wvelez@example.com,H^8Dk$%7h@,Dorotea Pinilla Menendez,+34 886 96 80 71,Barcelona,1,1,1,0,1,0,49,masculino,casado/casada,1,piso,técnico o formación profesional,administrativo/a,2021-10-21 00:00:00,2021-10-30 00:00:00
6186,isola@example.org,&77LLHr9_K,Juan Carlos Garriga Cano,+34925961567,Barcelona,1,0,1,0,1,0,20,femenino,soltero/soltera,0,apartamento,educación secundaria,otro,2021-01-25 00:00:00,2021-07-22 00:00:00
6187,tasensio@example.org,e_7FAXhbqs,Reyes Luján Escudero,+34807 142 890,Barcelona,1,1,0,0,0,0,18,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),investigador/a,2021-09-03 00:00:00,2021-12-07 00:00:00
6188,benjamin06@example.org,q$u7SIlSFo,Pastora Palma Rosales,+34 848 85 07 03,Barcelona,1,1,1,0,1,0,18,femenino,soltero/soltera,0,piso,educación secundaria,artista,2021-12-10 00:00:00,2021-12-30 00:00:00
6189,rufina64@example.net,*^O6E_KHcj,Elisabet Ferrán Maldonado,+34921 19 72 51,Barcelona,1,1,0,1,0,0,30,masculino,casado/casada,2,piso,técnico o formación profesional,investigador/a,2021-05-29 00:00:00,2021-08-06 00:00:00
6190,clobato@example.org,8THTW&Mb&3,Matías Leonel Bustamante Peñalver,+34920 260 270,Barcelona,1,1,0,1,0,0,62,masculino,separado/separada,3,piso,técnico o formación profesional,profesor/a,2021-01-03 00:00:00,2021-10-28 00:00:00
6191,blas30@example.com,@h1QCdsiK*,Severo Tejero Ortuño,+34846 686 908,Barcelona,1,1,0,0,0,0,34,femenino,casado/casada,0,piso,universidad(licenciatura/grado),diseñador/a,2021-03-03 00:00:00,2021-08-13 00:00:00
6192,vizcainocornelio@example.org,l*S(N0CqUU,Cebrián Vicente-Almazán,+34 807 17 51 55,Barcelona,0,1,0,1,0,0,44,femenino,soltero/soltera,0,piso,doctorado,programador/a,2021-04-06 00:00:00,2021-12-02 00:00:00
6193,bayosoraya@example.net,C8PHBqJr%t,Remigio Bas Parejo,+34 901 39 51 24,Barcelona,1,1,0,0,0,0,29,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),contador/a,2021-12-21 00:00:00,2021-12-26 00:00:00
6194,dvalentin@example.org,%01$M0VkRW,Isabel Briones Guardia,+34 877 65 52 56,Barcelona,1,1,0,1,0,0,26,masculino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-02-04 00:00:00,2021-09-08 00:00:00
6195,alberto46@example.org,c3K8FhAn_w,Elodia Soriano Guillen,+34921 609 132,Barcelona,1,1,0,0,1,0,23,femenino,soltero/soltera,0,apartamento,sin estudios,contador/a,2021-12-14 00:00:00,2021-12-23 00:00:00
6196,campodomingo@example.net,a9VAx(4n@L,Nico Criado Sobrino,+34872 185 818,Barcelona,0,1,0,0,0,0,28,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),profesor/a,2021-07-12 00:00:00,2021-07-24 00:00:00
6197,amachado@example.com,F!Es3HZpli,Selena Barrios Olivera,+34 823888320,Barcelona,1,0,1,0,0,0,23,femenino,soltero/soltera,0,apartamento,posgrado (maestría/máster),profesor/a,2021-08-03 00:00:00,2021-12-10 00:00:00
6198,galvezclara@example.net,XhyxzXE&)2,Elisabet Bayo Blázquez,+34 878 243 913,Barcelona,1,1,0,1,1,0,75,femenino,viudo/viuda,0,piso,universidad(licenciatura/grado),ingeniero/a,2021-08-10 00:00:00,2021-09-25 00:00:00
6199,csalinas@example.org,yYO&iGAf+5,Kike Barrios Vilalta,+34874859705,Barcelona,1,1,0,0,0,0,31,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),ingeniero/a,2021-07-13 00:00:00,2021-11-13 00:00:00
6200,manolo02@example.net,j(xz7cImEb,Adriana Cortes-Oller,+34 927 918 428,Barcelona,0,0,0,1,0,0,75,masculino,casado/casada,2,piso,doctorado,abogado/a,2021-08-03 00:00:00,2021-09-07 00:00:00
6201,vazquezmaria-belen@example.org,B4EMsWfq&I,Florencia Roca Zaragoza,+34 941 98 42 49,Barcelona,1,1,1,1,1,0,67,masculino,separado/separada,3,piso,posgrado (maestría/máster),comerciante,2021-10-27 00:00:00,2021-11-18 00:00:00
6202,igarcia@example.net,X_9woVcvZG,Benigno Blasco Goicoechea,+34 877 13 21 76,Barcelona,1,0,1,0,1,0,37,femenino,soltero/soltera,0,piso,técnico o formación profesional,programador/a,2021-06-27 00:00:00,2021-08-15 00:00:00
6203,galomiguel@example.org,(z6K_e@TmT,Íñigo Modesto Teruel Bustamante,+34 927588600,Barcelona,0,0,0,0,1,0,25,femenino,soltero/soltera,0,piso,técnico o formación profesional,artista,2021-05-26 00:00:00,2021-09-19 00:00:00
6204,sebastian62@example.net,uOVzqEjf&6,Zaida Pacheco,+34 872 911 627,Barcelona,1,1,1,1,1,0,33,masculino,casado/casada,0,piso,técnico o formación profesional,ingeniero/a,2021-01-03 00:00:00,2021-06-13 00:00:00
6205,nvillalonga@example.org,iGPn^7Ivl%,Carolina Rosales Estrada,+34 877 52 43 43,Barcelona,1,1,1,1,0,0,23,masculino,soltero/soltera,0,piso,doctorado,ingeniero/a,2021-11-26 00:00:00,2021-12-16 00:00:00
6206,rbaquero@example.org,BwVQ0FudI_,Marcelino Varela Cisneros,+34987 10 76 36,Barcelona,1,1,0,0,1,0,75,femenino,casado/casada,2,piso,técnico o formación profesional,diseñador/a,2021-12-25 00:00:00,2021-12-25 00:00:00
6207,alberto90@example.net,*JeFNHU62c,Verónica Talavera Manso,+34944454715,Barcelona,1,1,0,0,1,0,61,femenino,casado/casada,2,piso,técnico o formación profesional,artista,2021-06-24 00:00:00,2021-07-03 00:00:00
6208,epons@example.net,2D2^B3FhA),Anacleto Cárdenas,+34882 416 587,Barcelona,0,1,0,1,0,0,58,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-09-12 00:00:00,2021-12-23 00:00:00
6209,isidora94@example.com,Q)2aIBrqvo,Graciano Almeida Galán,+34 849 27 68 42,Barcelona,0,1,1,0,1,0,22,femenino,soltero/soltera,0,chalet,técnico o formación profesional,ingeniero/a,2021-12-26 00:00:00,2021-12-28 00:00:00
6210,iayala@example.com,%z$2AWr&h1,Ciriaco Albero Bravo,+34 901352670,Barcelona,1,1,0,0,0,0,20,femenino,soltero/soltera,0,piso,bachillerato,trabajador/a social,2021-07-25 00:00:00,2021-08-21 00:00:00
6211,edelmira04@example.org,Ol81bTEq%7,Rebeca del Arroyo,+34 739 931 814,Barcelona,1,1,0,0,0,0,76,femenino,casado/casada,0,piso,técnico o formación profesional,fontanero/a,2021-08-03 00:00:00,2021-12-25 00:00:00
6212,doritavalcarcel@example.org,+GTvRlc(2K,Dolores del Teruel,+34 900595696,Barcelona,1,1,1,1,1,0,23,masculino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),comerciante,2021-09-23 00:00:00,2021-11-20 00:00:00
6213,benitochus@example.org,Q8MZH+Tz!6,Amando del Bayona,+34 976364157,Barcelona,1,1,0,0,0,0,46,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),agricultor/a,2021-03-01 00:00:00,2021-04-09 00:00:00
6214,corbachopaloma@example.com,1gfDI_pN_7,Osvaldo Sánchez-Reig,+34 963 191 506,Barcelona,1,1,1,0,0,0,19,femenino,soltero/soltera,0,loft,técnico o formación profesional,arquitecto/a,2021-10-15 00:00:00,2021-11-13 00:00:00
6215,fblazquez@example.net,xv6Y5#ac(@,Geraldo Valerio Iriarte Aranda,+34 928 11 01 63,Barcelona,1,0,0,0,0,0,69,masculino,separado/separada,3,chalet,técnico o formación profesional,investigador/a,2021-11-29 00:00:00,2021-12-26 00:00:00
6216,pepitaharo@example.org,ke97O1Len$,Adolfo de Machado,+34849987979,Barcelona,1,0,1,0,0,0,33,masculino,casado/casada,2,apartamento,sin estudios,periodista,2021-10-11 00:00:00,2021-12-26 00:00:00
6217,xgabaldon@example.com,z3ef$eC5!u,María Jesús Terrón,+34949263497,Barcelona,1,1,0,0,0,0,46,masculino,soltero/soltera,0,piso,doctorado,asistente administrativo/a,2021-12-02 00:00:00,2021-12-14 00:00:00
6218,jose-angelrueda@example.com,TI7Xn&Un*3,Inocencio Cantero-Reguera,+34826 41 51 33,Barcelona,1,1,0,0,0,0,24,masculino,soltero/soltera,0,piso,doctorado,arquitecto/a,2021-08-19 00:00:00,2021-11-08 00:00:00
6219,alberto15@example.net,3p8Dq$j5@@,Marcelino Bustamante Herrera,+34 927 951 874,Barcelona,0,1,1,1,0,0,66,femenino,casado/casada,0,piso,universidad(licenciatura/grado),obrero/a,2021-11-06 00:00:00,2021-12-30 00:00:00
6220,ofeliamas@example.net,dKR^0OGd^c,Amalia Mascaró,+34875872104,Barcelona,1,1,0,1,1,0,50,femenino,soltero/soltera,0,loft,técnico o formación profesional,médico/a,2021-10-30 00:00:00,2021-11-03 00:00:00
6221,ttormo@example.org,iZJ5A!sq(1,Guillermo Mancebo Ortuño,+34885550723,Barcelona,1,1,1,0,0,0,27,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),investigador/a,2021-10-17 00:00:00,2021-12-21 00:00:00
6222,nprado@example.com,%5Lk@4@pV9,Guiomar Garmendia Hernández,+34 944 541 561,Barcelona,1,1,0,0,0,0,21,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-05-12 00:00:00,2021-06-21 00:00:00
6223,etelvina99@example.org,jU9AHtu_q$,Augusto Luján-Morell,+34 925 623 769,Barcelona,0,1,0,1,1,0,70,masculino,separado/separada,0,piso,universidad(licenciatura/grado),abogado/a,2021-08-26 00:00:00,2021-11-07 00:00:00
6224,rosalinda54@example.com,qOF2&Bwq$9,Quirino Giralt-Segovia,+34 921 74 81 64,Barcelona,1,1,1,1,0,0,18,masculino,soltero/soltera,0,piso,técnico o formación profesional,electricista,2021-03-17 00:00:00,2021-09-23 00:00:00
6225,poncio34@example.org,2yeGHInR%Q,Atilio Pereira-Arcos,+34888941850,Barcelona,1,0,0,1,0,0,32,masculino,casado/casada,1,piso,bachillerato,médico/a,2021-11-06 00:00:00,2021-11-21 00:00:00
6226,adolfo94@example.org,%SqK4%Iq^K,Clara Ripoll Santamaría,+34924 02 21 68,Barcelona,0,0,0,1,0,0,30,masculino,casado/casada,2,chalet,universidad(licenciatura/grado),agricultor/a,2021-09-20 00:00:00,2021-12-07 00:00:00
6227,peralesnatalio@example.org,3XKKUj&o+%,Paulino Royo Corbacho,+34 849 666 732,Barcelona,1,0,1,1,0,0,70,femenino,separado/separada,3,piso,técnico o formación profesional,estudiante,2021-08-11 00:00:00,2021-11-23 00:00:00
6228,hernandezjosefina@example.net,$KZEn0!y+%,Marciano Bastida Morata,+34842 28 13 38,Barcelona,1,0,1,1,0,0,18,femenino,soltero/soltera,0,piso,técnico o formación profesional,otro,2021-08-19 00:00:00,2021-10-10 00:00:00
6229,severo65@example.org,@FZD8!&m(*,Florencia Piñeiro,+34878 24 81 41,Barcelona,0,1,1,0,0,0,27,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,contador/a,2021-09-13 00:00:00,2021-10-06 00:00:00
6230,carbajojuanita@example.org,$!1e2Qxs$C,Silvia Soler Oliveras,+34 918 88 51 86,Barcelona,1,0,1,0,0,0,80,masculino,separado/separada,4,piso,educación secundaria,arquitecto/a,2021-07-08 00:00:00,2021-09-05 00:00:00
6231,javieribarra@example.org,ny9e_7Nk!%,Mario Aguilera Zamora,+34 842508567,Barcelona,1,1,1,1,1,0,33,femenino,casado/casada,1,loft,posgrado (maestría/máster),empresario/a,2021-09-30 00:00:00,2021-12-01 00:00:00
6232,trinidad24@example.net,Gu48MZZb@N,Silvestre Collado Cuevas,+34 708 526 250,Barcelona,0,1,1,0,1,0,56,femenino,soltero/soltera,0,chalet,técnico o formación profesional,médico/a,2021-08-07 00:00:00,2021-09-15 00:00:00
6233,yllado@example.com,_jDTjSzyw9,Rosalina Royo Carro,+34 806 67 01 53,Barcelona,1,1,0,0,1,0,26,femenino,soltero/soltera,0,piso,técnico o formación profesional,comerciante,2021-01-24 00:00:00,2021-02-19 00:00:00
6234,esperanzamarco@example.org,Ni6GYWri@2,Lupita del Mulet,+34917868579,Barcelona,1,1,0,1,1,0,73,femenino,viudo/viuda,3,piso,educación secundaria,trabajador/a social,2021-12-10 00:00:00,2021-12-30 00:00:00
6235,nblasco@example.net,^#t!5Zrn&C,Pascual Ulises Fortuny Casanovas,+34 841 920 024,Barcelona,0,0,1,0,1,0,21,femenino,soltero/soltera,0,piso,posgrado (maestría/máster),programador/a,2021-10-15 00:00:00,2021-10-21 00:00:00
6236,clementecebrian@example.com,47#3sXMuH6,José María Arnal Piñol,+34 807470880,Barcelona,1,1,1,0,1,0,29,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-02-06 00:00:00,2021-04-15 00:00:00
6237,melchorpablo@example.net,2^CI6rMylN,Paz Redondo Cáceres,+34842 14 56 97,Barcelona,1,1,1,0,0,0,27,masculino,soltero/soltera,0,piso,técnico o formación profesional,asistente administrativo/a,2021-12-20 00:00:00,2021-12-21 00:00:00
6238,javier65@example.org,8D5FoEQe&y,Francisco Javier José Ángel Águila Zurita,+34706 10 93 32,Barcelona,0,1,0,0,1,0,56,femenino,casado/casada,2,piso,bachillerato,empresario/a,2021-12-04 00:00:00,2021-12-18 00:00:00
6239,solsonaloreto@example.org,_46W$*4bb*,Ximena Bello Roselló,+34 982 720 949,Barcelona,1,1,1,1,0,0,64,masculino,casado/casada,0,piso,educación secundaria,diseñador/a,2021-07-13 00:00:00,2021-12-08 00:00:00
6240,tcano@example.org,&Rr7QNccOC,Rico Lopez-Gallardo,+34 977731662,Barcelona,1,1,0,1,1,0,39,femenino,casado/casada,0,apartamento,técnico o formación profesional,estudiante,2021-10-22 00:00:00,2021-11-26 00:00:00
6241,alarconsamanta@example.org,T7vEIhBu&0,Lupe Heras Ballesteros,+34 803 41 46 86,Barcelona,1,1,1,0,0,0,23,masculino,soltero/soltera,0,loft,técnico o formación profesional,otro,2021-08-29 00:00:00,2021-11-04 00:00:00
6242,nilomateos@example.com,+Vwo6FNqSR,Pascual Vigil Alba,+34 922 795 694,Barcelona,1,1,1,0,0,0,73,masculino,separado/separada,1,piso,sin estudios,programador/a,2021-02-19 00:00:00,2021-05-17 00:00:00
6243,gfernandez@example.net,)Q%@jSjx^3,Irene Real,+34933 191 750,Barcelona,1,1,1,0,1,0,66,femenino,separado/separada,3,piso,educación primaria,abogado/a,2021-01-20 00:00:00,2021-03-13 00:00:00
6244,loretominguez@example.org,$F7*JRPbe3,Adora Abad,+34 873 501 978,Barcelona,1,1,0,1,1,0,23,femenino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),abogado/a,2021-05-12 00:00:00,2021-08-14 00:00:00
6245,anabelpinto@example.net,#dC(Clgwr6,Leoncio Gaya Godoy,+34923210623,Barcelona,1,0,0,0,1,0,35,masculino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),trabajador/a social,2021-12-11 00:00:00,2021-12-25 00:00:00
6246,maxipazos@example.com,_3Nqiq_Q%w,Leandra Caro Arcos,+34 984 92 91 10,Barcelona,1,1,0,1,1,0,28,femenino,soltero/soltera,0,piso,técnico o formación profesional,empresario/a,2021-07-28 00:00:00,2021-08-29 00:00:00
6247,rodrigo51@example.org,h^D3O2m*4C,Aitor Solsona,+34 822757212,Barcelona,1,1,0,1,0,0,24,femenino,soltero/soltera,0,apartamento,educación primaria,empresario/a,2021-09-19 00:00:00,2021-11-30 00:00:00
6248,calixtofranch@example.com,_sBY5TNanw,Mireia Pera Jáuregui,+34876127296,Barcelona,0,1,1,1,0,0,19,femenino,soltero/soltera,0,piso,posgrado (maestría/máster),comerciante,2021-11-12 00:00:00,2021-12-25 00:00:00
6249,agueda13@example.org,7tCD4Ezw!1,Nidia Cal Pinedo,+34 887 792 931,Barcelona,1,1,0,0,0,0,31,femenino,casado/casada,2,piso,bachillerato,asistente administrativo/a,2021-05-19 00:00:00,2021-08-26 00:00:00
6250,saezroldan@example.net,$70JTS0s49,Alicia de Izaguirre,+34 977 22 90 15,Barcelona,1,1,0,1,0,0,19,masculino,soltero/soltera,0,piso,técnico o formación profesional,abogado/a,2021-04-20 00:00:00,2021-05-30 00:00:00
6251,yamat@example.org,(75EJ0tPfL,Salud Campoy Clavero,+34 927 460 510,Barcelona,1,1,1,0,1,0,33,masculino,casado/casada,0,loft,técnico o formación profesional,arquitecto/a,2021-10-31 00:00:00,2021-12-23 00:00:00
